district,state,lat,lon,forest_loss_sq_km
Mayurbhanj,Odisha,22.1375,86.7105,0.49
Mayurbhanj,Odisha,22.0739,86.7509,0.61
Mayurbhanj,Odisha,22.0854,86.7244,0.46
Mayurbhanj,Odisha,22.1467,86.7609,0.77
Mayurbhanj,Odisha,22.0899,86.7435,0.74
Mayurbhanj,Odisha,21.7813,86.9356,0.45
Mayurbhanj,Odisha,22.0509,86.7632,1.11
Mayurbhanj,Odisha,22.0434,86.7024,0.44
Mayurbhanj,Odisha,22.0247,86.7037,0.96
Mayurbhanj,Odisha,22.1922,86.6786,0.68
Mayurbhanj,Odisha,22.0804,86.7449,0.62
Mayurbhanj,Odisha,22.0389,86.7333,0.61
Mayurbhanj,Odisha,20.9485,86.7238,0.44
Mayurbhanj,Odisha,21.9726,86.8182,0.41
Mayurbhanj,Odisha,22.0723,86.757,1.01
Mayurbhanj,Odisha,22.1806,87.0113,0.55
Mayurbhanj,Odisha,22.0463,86.7439,0.78
Mayurbhanj,Odisha,22.0661,86.7663,0.87
Mayurbhanj,Odisha,21.7206,86.7909,0.58
Mayurbhanj,Odisha,22.0019,86.7602,0.61
Mayurbhanj,Odisha,21.6078,86.9812,0.47
Mayurbhanj,Odisha,22.7792,87.0617,0.75
Kandhamal,Odisha,20.1092,84.1447,0.48
Kandhamal,Odisha,20.1988,84.1724,0.54
Kandhamal,Odisha,20.1819,84.1885,0.45
Kandhamal,Odisha,20.3945,84.058,0.79
Kandhamal,Odisha,20.132,84.064,0.87
Kandhamal,Odisha,20.1166,84.0785,1.14
Kandhamal,Odisha,20.1299,84.1121,1.06
Kandhamal,Odisha,20.151,84.1896,1.01
Kandhamal,Odisha,20.5029,84.3328,0.97
Kandhamal,Odisha,19.9816,84.2917,0.51
Kandhamal,Odisha,20.1164,84.0215,0.55
Kandhamal,Odisha,20.1925,84.0846,1.02
Kandhamal,Odisha,19.9693,84.1447,1.1
Kandhamal,Odisha,20.3925,84.1422,0.58
Kandhamal,Odisha,20.2386,84.0875,0.97
Kandhamal,Odisha,20.1053,84.1265,0.87
Kandhamal,Odisha,20.0013,83.944,0.49
Kandhamal,Odisha,20.1737,84.0296,1.13
Kandhamal,Odisha,19.9714,84.2584,0.63
Kandhamal,Odisha,19.951,83.978,0.65
Kandhamal,Odisha,20.1598,84.2583,1.04
Kandhamal,Odisha,20.1648,84.1302,0.56
Kandhamal,Odisha,20.1313,84.1035,0.48
Kandhamal,Odisha,20.0608,84.154,0.72
Kandhamal,Odisha,19.9292,84.3624,0.7
Kandhamal,Odisha,20.0633,84.0608,0.43
Kandhamal,Odisha,20.1311,84.1495,0.97
Kandhamal,Odisha,20.1371,83.8593,0.61
Kandhamal,Odisha,20.1342,84.0495,1.1
Kandhamal,Odisha,20.1594,84.2236,0.63
Kandhamal,Odisha,20.029,83.9635,1.02
Kandhamal,Odisha,20.2856,84.4253,0.44
Kandhamal,Odisha,20.2435,84.1375,0.99
Kandhamal,Odisha,20.1571,84.1306,0.42
Kandhamal,Odisha,20.1706,84.0853,0.6
Kandhamal,Odisha,20.1578,84.119,0.44
Kandhamal,Odisha,20.1794,84.1269,0.55
Kandhamal,Odisha,20.1923,84.0982,0.63
Kandhamal,Odisha,20.2202,84.2135,0.67
Kandhamal,Odisha,20.169,83.9626,0.42
Kandhamal,Odisha,20.0948,84.1357,0.99
Kandhamal,Odisha,20.2159,84.1317,0.72
Kandhamal,Odisha,20.2419,84.3309,0.99
Kandhamal,Odisha,19.8151,83.9246,0.52
Kandhamal,Odisha,19.7529,84.2786,0.61
Kandhamal,Odisha,20.13,84.3443,0.98
Kandhamal,Odisha,20.1975,83.9623,0.51
Kandhamal,Odisha,20.1003,83.5104,0.71
Kandhamal,Odisha,20.0605,84.1101,0.68
Kandhamal,Odisha,19.9774,83.9618,1.1
Kandhamal,Odisha,20.6018,84.3591,0.52
Kandhamal,Odisha,20.011,84.2091,0.4
Kandhamal,Odisha,20.1752,84.1439,0.94
Kandhamal,Odisha,20.1376,84.1305,0.39
Kandhamal,Odisha,20.1449,84.1338,0.77
Kandhamal,Odisha,20.248,84.0923,0.54
Kandhamal,Odisha,20.1033,84.1974,1.05
Kandhamal,Odisha,20.1452,84.1178,1.0
Kandhamal,Odisha,20.2064,84.1511,0.8
Kandhamal,Odisha,20.0464,83.6861,0.86
Kandhamal,Odisha,19.9099,84.647,0.93
Kandhamal,Odisha,20.1462,84.1348,0.79
Kandhamal,Odisha,20.0455,84.2931,0.93
Kandhamal,Odisha,20.3354,84.1128,0.83
Kandhamal,Odisha,20.1455,84.3037,0.73
Kandhamal,Odisha,20.3683,83.9394,0.87
Kandhamal,Odisha,20.1231,83.9902,0.6
Kandhamal,Odisha,20.166,84.1616,0.64
Kandhamal,Odisha,19.9482,84.1663,0.6
Kandhamal,Odisha,20.1766,84.1412,1.1
Kandhamal,Odisha,19.7418,83.8356,0.65
Kandhamal,Odisha,20.8231,83.6904,0.52
Kandhamal,Odisha,19.9373,84.1237,1.07
Kandhamal,Odisha,20.5107,84.1249,0.93
Kandhamal,Odisha,20.2274,84.1374,1.12
Kandhamal,Odisha,20.3079,84.0272,0.9
Kandhamal,Odisha,20.1427,84.1333,0.88
Kandhamal,Odisha,20.2273,84.1798,1.1
Kandhamal,Odisha,20.1564,84.1384,0.95
Kandhamal,Odisha,19.9825,84.3882,0.72
Kandhamal,Odisha,20.1821,84.171,1.0
Kandhamal,Odisha,20.1628,84.1273,0.62
Kandhamal,Odisha,20.1684,84.1762,0.64
Kandhamal,Odisha,20.2014,84.1458,0.71
Kandhamal,Odisha,20.0055,84.118,0.53
Kandhamal,Odisha,20.2593,83.9794,0.73
Kandhamal,Odisha,20.1565,84.1352,1.1
Kandhamal,Odisha,20.3461,84.1998,0.39
Kandhamal,Odisha,20.1588,84.1318,1.0
Kandhamal,Odisha,19.5594,84.3653,0.92
Kandhamal,Odisha,20.1629,84.1347,1.12
Kandhamal,Odisha,20.1564,84.1278,0.7
Kandhamal,Odisha,20.2836,83.9891,0.59
Kandhamal,Odisha,20.1343,84.1061,0.86
Kandhamal,Odisha,20.226,84.1186,0.8
Kandhamal,Odisha,20.1558,84.1187,0.62
Kandhamal,Odisha,20.1975,84.2775,0.8
Kandhamal,Odisha,20.176,84.1121,0.75
Kandhamal,Odisha,20.1237,84.2518,0.55
Kandhamal,Odisha,20.0107,84.2,0.54
Kandhamal,Odisha,20.1618,84.0689,0.46
Kandhamal,Odisha,20.1094,84.1629,0.76
Kandhamal,Odisha,20.3103,84.0723,0.84
Kandhamal,Odisha,20.1021,84.1582,0.83
Kandhamal,Odisha,20.0907,83.9527,1.05
Kandhamal,Odisha,20.0794,84.0849,0.6
Kandhamal,Odisha,20.3435,84.1948,1.08
Kandhamal,Odisha,20.2867,83.7507,1.05
Kandhamal,Odisha,20.3066,84.1761,0.61
Kandhamal,Odisha,20.1405,84.0971,0.63
Kandhamal,Odisha,20.1617,84.1292,0.98
Kandhamal,Odisha,20.1473,84.1526,0.6
Kandhamal,Odisha,20.2484,84.0794,0.77
Kandhamal,Odisha,20.2816,84.1507,0.5
Kandhamal,Odisha,20.0369,84.0526,0.39
Kandhamal,Odisha,20.0955,84.0082,0.57
Kandhamal,Odisha,19.9185,84.4162,0.43
Kandhamal,Odisha,20.2295,84.098,0.92
Kandhamal,Odisha,20.3144,83.9417,1.14
Kandhamal,Odisha,20.1155,83.9101,0.49
Kandhamal,Odisha,20.1414,84.1344,0.64
Kandhamal,Odisha,20.2586,84.0792,0.98
Kandhamal,Odisha,20.2257,84.2095,1.08
Kandhamal,Odisha,20.1564,84.1319,0.62
Kandhamal,Odisha,20.2075,84.1136,1.13
Kandhamal,Odisha,20.1573,84.1288,0.69
Kandhamal,Odisha,20.2394,84.0128,0.4
Kandhamal,Odisha,20.0917,84.3951,0.82
Kandhamal,Odisha,19.9985,84.2127,0.55
Kandhamal,Odisha,20.2407,84.0241,1.14
Kandhamal,Odisha,20.2335,84.2,1.12
Kandhamal,Odisha,20.0509,84.0696,0.48
Kandhamal,Odisha,20.1681,84.138,0.76
Kandhamal,Odisha,20.2109,84.0797,1.12
Kandhamal,Odisha,20.2326,84.1839,0.8
Kandhamal,Odisha,20.0717,83.9747,1.15
Kandhamal,Odisha,19.8947,84.1253,1.14
Kandhamal,Odisha,20.1526,84.1342,0.43
Kandhamal,Odisha,20.1555,84.4686,1.14
Kandhamal,Odisha,20.1634,84.1174,0.92
Kandhamal,Odisha,20.1121,84.1339,0.6
Kandhamal,Odisha,20.0408,84.0926,0.67
Kandhamal,Odisha,20.2908,84.1212,0.53
Kandhamal,Odisha,20.1624,84.1987,0.46
Kandhamal,Odisha,20.2438,84.1274,0.94
Kandhamal,Odisha,20.1468,84.0437,0.85
Kandhamal,Odisha,20.1363,84.3036,1.15
Kandhamal,Odisha,20.0951,84.2697,0.9
Kandhamal,Odisha,20.1357,84.119,0.78
Kandhamal,Odisha,20.1556,84.1411,0.75
Kandhamal,Odisha,20.2253,84.1458,0.86
Kandhamal,Odisha,20.3364,84.1063,0.97
Kandhamal,Odisha,19.961,84.0519,0.85
Kandhamal,Odisha,20.1674,84.0965,0.97
Kandhamal,Odisha,20.313,84.1409,0.66
Kandhamal,Odisha,20.1451,84.1439,0.81
Kandhamal,Odisha,20.0923,84.1256,0.54
Kandhamal,Odisha,20.1553,84.122,0.91
Kandhamal,Odisha,20.3738,84.233,0.82
Kandhamal,Odisha,20.1255,84.1514,0.61
Kandhamal,Odisha,20.0573,84.1996,0.59
Kandhamal,Odisha,20.1435,84.0733,1.11
Kandhamal,Odisha,20.0884,84.1303,0.42
Kandhamal,Odisha,20.3627,84.13,0.48
Kandhamal,Odisha,20.2039,84.1162,0.84
Kandhamal,Odisha,20.16,84.1775,0.54
Kandhamal,Odisha,19.8954,84.3647,0.44
Kandhamal,Odisha,20.3759,84.2347,0.52
Kandhamal,Odisha,20.181,84.1275,0.55
Kandhamal,Odisha,20.1675,84.1578,0.5
Kandhamal,Odisha,20.2444,83.9141,0.66
Kandhamal,Odisha,20.2761,84.2131,0.56
Kandhamal,Odisha,20.5085,83.77,0.64
Kandhamal,Odisha,20.1563,84.2008,0.41
Kandhamal,Odisha,20.1328,84.109,0.68
Kandhamal,Odisha,20.0049,83.9766,0.41
Kandhamal,Odisha,20.1353,83.9482,0.43
Kandhamal,Odisha,20.1571,84.1294,1.16
Kandhamal,Odisha,20.0648,84.0562,1.08
Kandhamal,Odisha,20.3471,84.1594,0.53
Kandhamal,Odisha,20.2375,84.1367,0.52
Kandhamal,Odisha,20.0798,84.0312,1.12
Kandhamal,Odisha,19.8882,83.9818,0.79
Kandhamal,Odisha,20.1891,84.1362,0.94
Kandhamal,Odisha,20.3958,84.3627,0.49
Kandhamal,Odisha,20.0559,84.1707,0.54
Kandhamal,Odisha,20.207,84.1196,0.84
Kandhamal,Odisha,20.155,84.1303,0.93
Kandhamal,Odisha,20.1291,84.1484,1.06
Kandhamal,Odisha,20.2172,84.2062,0.62
Kandhamal,Odisha,20.3465,84.1332,0.58
Kandhamal,Odisha,20.1499,84.1205,0.94
Kandhamal,Odisha,20.0265,84.0673,0.88
Kandhamal,Odisha,20.1214,84.0148,0.86
Kandhamal,Odisha,20.2317,84.1917,0.73
Kandhamal,Odisha,20.29,84.2721,0.42
Kandhamal,Odisha,20.0462,83.902,0.83
Kandhamal,Odisha,20.1311,84.127,1.04
Kandhamal,Odisha,19.5995,83.7904,0.42
Kandhamal,Odisha,20.1398,84.1384,0.52
Kandhamal,Odisha,20.1661,84.117,0.57
Kandhamal,Odisha,20.0975,84.2523,0.65
Kandhamal,Odisha,20.1084,84.0642,0.57
Kandhamal,Odisha,19.9859,84.1449,0.81
Kandhamal,Odisha,20.1332,84.1301,0.74
Kandhamal,Odisha,20.1292,84.1469,0.99
Kandhamal,Odisha,20.1521,84.1575,0.41
Kandhamal,Odisha,20.1147,83.8027,0.42
Kandhamal,Odisha,20.1345,84.0908,0.41
Kandhamal,Odisha,20.2099,84.2174,0.84
Kandhamal,Odisha,19.8647,84.0495,1.13
Kandhamal,Odisha,20.1948,84.0903,1.03
Kandhamal,Odisha,20.1455,84.0878,0.68
Kandhamal,Odisha,20.0996,84.254,0.58
Kandhamal,Odisha,20.1577,84.0776,0.5
Kandhamal,Odisha,20.1667,83.9768,0.44
Kandhamal,Odisha,20.2502,84.3421,0.91
Kandhamal,Odisha,20.1485,84.1299,0.66
Kandhamal,Odisha,19.9143,84.1688,0.84
Kandhamal,Odisha,20.3709,84.3157,0.47
Kandhamal,Odisha,20.0124,84.165,0.99
Kandhamal,Odisha,20.1497,84.1229,0.62
Kandhamal,Odisha,20.2492,83.9853,1.03
Kandhamal,Odisha,20.1397,84.1256,0.74
Kandhamal,Odisha,20.3858,84.708,0.61
Kandhamal,Odisha,20.1504,84.1856,0.67
Kandhamal,Odisha,20.0514,84.0037,0.45
Kandhamal,Odisha,19.956,84.276,0.79
Kandhamal,Odisha,20.0638,84.1989,0.93
Kandhamal,Odisha,20.4439,83.8561,0.98
Kandhamal,Odisha,20.379,84.0481,1.15
Kandhamal,Odisha,19.809,84.0047,0.53
Kandhamal,Odisha,20.2748,84.0045,0.41
Kandhamal,Odisha,20.2639,84.4786,0.84
Kandhamal,Odisha,20.2877,83.6365,0.52
Kandhamal,Odisha,20.1485,84.0173,0.82
Kandhamal,Odisha,20.1341,84.2342,0.88
Kandhamal,Odisha,20.2665,84.128,0.44
Kandhamal,Odisha,20.0681,84.1284,1.15
Kandhamal,Odisha,20.2643,84.1674,1.16
Kandhamal,Odisha,20.1493,84.2062,0.84
Kandhamal,Odisha,20.2586,84.1211,0.52
Kandhamal,Odisha,20.1619,84.1327,1.13
Kandhamal,Odisha,20.0925,84.1905,0.5
Kandhamal,Odisha,20.2882,84.2558,0.9
Kandhamal,Odisha,20.1923,84.2659,0.8
Kandhamal,Odisha,20.1171,84.1893,1.08
Kandhamal,Odisha,20.1673,84.0875,0.76
Kandhamal,Odisha,20.1817,84.144,0.55
Kandhamal,Odisha,20.1911,84.1481,1.05
Kandhamal,Odisha,20.1392,84.1184,0.98
Kandhamal,Odisha,20.2343,84.0943,0.6
Kandhamal,Odisha,20.175,83.8837,0.63
Kandhamal,Odisha,19.9871,83.9874,0.77
Kandhamal,Odisha,20.1947,84.15,0.88
Kandhamal,Odisha,19.9183,84.0302,0.83
Kandhamal,Odisha,20.1534,84.1383,0.43
Kandhamal,Odisha,20.1183,84.2246,0.58
Kandhamal,Odisha,20.3862,84.0561,0.73
Kandhamal,Odisha,20.179,84.0773,0.7
Kandhamal,Odisha,20.1628,84.1782,0.89
Kandhamal,Odisha,20.0567,84.1303,1.12
Kandhamal,Odisha,20.1557,84.1469,1.06
Kandhamal,Odisha,20.3344,84.1193,0.83
Kandhamal,Odisha,19.9828,84.0229,0.93
Kandhamal,Odisha,20.2374,84.1478,0.84
Kandhamal,Odisha,20.1569,84.1348,0.59
Kandhamal,Odisha,20.0479,84.1049,0.72
Kandhamal,Odisha,20.3944,84.1054,0.92
Kandhamal,Odisha,20.1675,84.1205,0.41
Kandhamal,Odisha,20.2008,84.1945,0.86
Kandhamal,Odisha,20.4843,84.1202,1.03
Kandhamal,Odisha,19.8572,84.0523,0.49
Kandhamal,Odisha,20.0262,83.4107,0.58
Kandhamal,Odisha,20.1566,84.13,1.1
Kandhamal,Odisha,20.1777,84.0506,0.76
Kandhamal,Odisha,20.0989,84.2672,0.55
Kandhamal,Odisha,20.1616,84.0649,0.88
Kandhamal,Odisha,20.2142,84.2887,0.43
Kandhamal,Odisha,20.0703,84.08,0.57
Kandhamal,Odisha,20.1761,84.2763,0.95
Kandhamal,Odisha,20.1705,84.0191,1.09
Kandhamal,Odisha,20.1004,84.1019,0.54
Kandhamal,Odisha,20.0547,83.9774,0.51
Kandhamal,Odisha,19.7066,84.2343,0.84
Kandhamal,Odisha,20.1591,84.1243,0.44
Kandhamal,Odisha,20.1269,84.3098,1.01
Kandhamal,Odisha,20.1149,83.925,1.03
Kandhamal,Odisha,20.1552,84.1343,0.57
Kandhamal,Odisha,20.1979,84.1124,0.91
Kandhamal,Odisha,20.4437,83.9499,0.8
Kandhamal,Odisha,20.1563,84.1148,0.72
Kandhamal,Odisha,20.2355,84.1335,0.82
Kandhamal,Odisha,20.1586,84.1199,1.0
Kandhamal,Odisha,20.0093,84.0364,1.13
Kandhamal,Odisha,20.3848,84.3741,0.69
Kandhamal,Odisha,19.8958,84.5834,0.49
Kandhamal,Odisha,20.0355,84.1569,1.02
Kandhamal,Odisha,20.1103,84.1054,0.71
Kandhamal,Odisha,20.1551,84.1381,0.54
Kandhamal,Odisha,20.269,84.189,0.62
Kandhamal,Odisha,20.2786,84.317,0.63
Kandhamal,Odisha,20.0664,84.3151,0.91
Kandhamal,Odisha,20.129,84.1918,0.75
Kandhamal,Odisha,20.1625,84.127,0.81
Kandhamal,Odisha,20.0547,84.4779,0.67
Kandhamal,Odisha,20.3272,84.0672,0.57
Kandhamal,Odisha,20.1738,84.0789,1.1
Kandhamal,Odisha,20.1683,84.1269,0.87
Kandhamal,Odisha,20.1318,84.0753,0.99
Kandhamal,Odisha,20.0354,84.069,0.68
Kandhamal,Odisha,20.1697,84.1113,1.06
Kandhamal,Odisha,20.3856,84.0897,0.61
Kandhamal,Odisha,20.1744,84.159,0.61
Kandhamal,Odisha,20.097,83.9611,1.0
Kandhamal,Odisha,20.1795,84.0643,1.07
Kandhamal,Odisha,20.1044,84.3261,1.03
Kandhamal,Odisha,20.5082,84.0482,0.46
Kandhamal,Odisha,20.1612,84.1273,0.92
Kandhamal,Odisha,20.5658,83.987,1.01
Kandhamal,Odisha,20.1713,84.1216,1.04
Kandhamal,Odisha,20.2744,84.1465,0.61
Kandhamal,Odisha,20.0004,84.1887,0.86
Kandhamal,Odisha,20.1937,84.055,0.52
Kandhamal,Odisha,20.2433,83.9695,0.42
Kandhamal,Odisha,20.2813,83.973,1.05
Kandhamal,Odisha,20.1411,84.1392,0.51
Kandhamal,Odisha,20.1574,84.1379,0.78
Kandhamal,Odisha,20.1513,84.1414,0.88
Kandhamal,Odisha,20.0446,83.9897,0.59
Kandhamal,Odisha,20.1433,84.1319,0.53
Kandhamal,Odisha,20.5117,83.7617,1.1
Kandhamal,Odisha,20.2924,84.1489,1.02
Kandhamal,Odisha,20.2311,84.1189,0.62
Kandhamal,Odisha,19.743,84.0575,0.76
Kandhamal,Odisha,19.9567,84.3954,1.06
Kandhamal,Odisha,20.5145,84.0915,0.57
Kandhamal,Odisha,20.1172,84.0278,0.45
Kandhamal,Odisha,20.1588,84.0719,0.43
Kandhamal,Odisha,20.1225,84.1618,0.56
Kandhamal,Odisha,20.1214,84.0532,1.03
Kandhamal,Odisha,20.1453,83.9465,1.15
Kandhamal,Odisha,19.9503,83.9917,0.87
Kandhamal,Odisha,20.2491,84.1343,0.77
Kandhamal,Odisha,20.1638,84.1677,0.78
Kandhamal,Odisha,19.574,84.9895,0.92
Kandhamal,Odisha,20.1169,84.1011,0.53
Kandhamal,Odisha,19.9009,84.5825,0.48
Kandhamal,Odisha,20.1494,84.1727,0.46
Kandhamal,Odisha,20.209,84.4008,0.78
Kandhamal,Odisha,20.0926,84.2359,0.8
Kandhamal,Odisha,20.1224,84.2814,0.45
Kandhamal,Odisha,20.1517,84.124,1.15
Kandhamal,Odisha,20.188,84.2082,0.75
Kandhamal,Odisha,20.072,84.0647,0.92
Kandhamal,Odisha,20.2476,83.914,0.49
Kandhamal,Odisha,20.1156,84.0908,0.82
Kandhamal,Odisha,19.9327,84.3117,0.59
Kandhamal,Odisha,20.3594,84.0412,0.64
Kandhamal,Odisha,20.1917,84.1201,1.04
Kandhamal,Odisha,20.1243,84.1919,0.9
Kandhamal,Odisha,20.156,84.1034,1.08
Kandhamal,Odisha,20.1305,84.1,1.1
Kandhamal,Odisha,20.2283,84.1585,0.57
Kandhamal,Odisha,20.1551,84.1273,1.04
Kandhamal,Odisha,20.2068,84.1388,0.5
Kandhamal,Odisha,20.1442,84.1512,1.1
Kandhamal,Odisha,20.0333,84.0151,0.49
Kandhamal,Odisha,20.0427,84.1897,1.14
Kandhamal,Odisha,20.2333,84.2332,1.16
Kandhamal,Odisha,19.9732,84.3932,0.39
Kandhamal,Odisha,20.1609,84.1027,0.9
Kandhamal,Odisha,20.3916,84.2141,0.92
Kandhamal,Odisha,20.1287,83.8446,0.63
Kandhamal,Odisha,20.1367,84.107,1.1
Kandhamal,Odisha,20.1383,84.143,0.77
Kandhamal,Odisha,20.1682,83.8328,0.95
Kandhamal,Odisha,20.0673,84.1359,1.06
Kandhamal,Odisha,19.8439,84.2331,0.78
Kandhamal,Odisha,20.0413,84.0293,0.42
Kandhamal,Odisha,20.1555,84.1303,0.83
Kandhamal,Odisha,20.3212,84.0364,0.9
Kandhamal,Odisha,20.0586,84.0936,0.7
Kandhamal,Odisha,20.1692,84.1282,0.41
Kandhamal,Odisha,20.2046,84.237,0.8
Kandhamal,Odisha,19.726,83.9082,0.43
Kandhamal,Odisha,20.1053,84.1369,0.98
Kandhamal,Odisha,20.1509,84.1323,0.43
Kandhamal,Odisha,20.1365,84.2431,0.57
Kandhamal,Odisha,20.1496,84.0459,0.78
Kandhamal,Odisha,19.9911,84.2311,0.45
Kandhamal,Odisha,20.1209,84.1242,0.55
Kandhamal,Odisha,20.2566,84.0499,0.39
Kandhamal,Odisha,20.1566,84.1155,0.92
Kandhamal,Odisha,20.0906,84.1471,0.6
Kandhamal,Odisha,20.2454,84.2456,0.43
Kandhamal,Odisha,20.1589,84.0186,0.56
Kandhamal,Odisha,20.0738,84.1957,0.43
Kandhamal,Odisha,20.1565,84.1291,1.09
Kandhamal,Odisha,20.2409,84.1449,0.92
Kandhamal,Odisha,20.0972,84.4802,0.39
Kandhamal,Odisha,19.9855,83.4142,0.92
Kandhamal,Odisha,20.1411,84.1479,0.51
Kandhamal,Odisha,20.1355,84.077,1.04
Kandhamal,Odisha,20.0831,84.1602,0.81
Kandhamal,Odisha,20.0124,84.1765,1.07
Kandhamal,Odisha,19.9641,84.2631,0.87
Kandhamal,Odisha,20.1565,84.1506,0.99
Kandhamal,Odisha,20.1818,84.2426,1.05
Kandhamal,Odisha,20.1339,84.1413,1.15
Kandhamal,Odisha,20.0954,84.1417,0.61
Kandhamal,Odisha,19.7187,84.1703,0.61
Kandhamal,Odisha,19.8152,83.9918,0.5
Kandhamal,Odisha,20.4845,84.1608,0.47
Kandhamal,Odisha,20.1735,83.9773,0.63
Kandhamal,Odisha,20.1137,84.0174,1.01
Kandhamal,Odisha,20.2174,84.2776,0.56
Kandhamal,Odisha,20.1518,84.1342,0.43
Kandhamal,Odisha,19.9513,84.3256,0.71
Kandhamal,Odisha,20.1553,84.1418,1.06
Kandhamal,Odisha,20.1981,84.044,0.49
Kandhamal,Odisha,20.1844,84.1131,0.48
Kandhamal,Odisha,20.1708,84.265,1.09
Kandhamal,Odisha,20.0875,84.2323,0.78
Kandhamal,Odisha,20.1519,84.1772,0.54
Kandhamal,Odisha,20.2215,84.2447,0.83
Kandhamal,Odisha,20.3678,84.29,0.96
Kandhamal,Odisha,20.156,84.1136,0.96
Kandhamal,Odisha,20.1693,84.1615,1.14
Kandhamal,Odisha,20.331,84.0225,0.88
Kandhamal,Odisha,20.1619,84.2422,0.96
Kandhamal,Odisha,20.2713,84.1319,0.49
Kandhamal,Odisha,20.0944,84.0666,1.05
Kandhamal,Odisha,19.8404,84.2146,0.84
Kandhamal,Odisha,20.1611,84.1351,1.15
Kandhamal,Odisha,20.3339,84.099,0.77
Kandhamal,Odisha,20.1484,84.1211,0.97
Kandhamal,Odisha,20.0191,84.5424,0.68
Kandhamal,Odisha,20.0828,84.0746,1.06
Kandhamal,Odisha,20.1555,84.131,1.14
Kandhamal,Odisha,20.0388,84.0127,0.93
Kandhamal,Odisha,20.1561,84.1291,0.9
Kandhamal,Odisha,20.1835,84.1085,0.94
Kandhamal,Odisha,20.1095,84.1585,0.6
Kandhamal,Odisha,20.1491,84.1484,0.76
Kandhamal,Odisha,20.1283,84.3727,0.59
Kandhamal,Odisha,20.3082,84.0849,1.11
Kandhamal,Odisha,20.1593,84.5086,0.76
Kandhamal,Odisha,20.5621,83.7321,0.88
Kandhamal,Odisha,20.1054,84.0617,0.65
Kandhamal,Odisha,19.5527,84.1168,1.0
Kandhamal,Odisha,20.1812,84.1479,0.47
Kandhamal,Odisha,20.1118,84.2426,0.72
Kandhamal,Odisha,20.1885,84.0097,0.98
Kandhamal,Odisha,20.1104,84.111,0.78
Kandhamal,Odisha,20.1836,83.9939,0.45
Kandhamal,Odisha,20.4574,84.0742,0.52
Kandhamal,Odisha,20.152,84.1282,0.54
Kandhamal,Odisha,20.2074,84.0082,0.44
Kandhamal,Odisha,20.3585,84.2681,0.93
Kandhamal,Odisha,20.1321,84.2121,0.39
Kandhamal,Odisha,20.1899,84.377,0.9
Kandhamal,Odisha,20.2044,84.1405,0.84
Kandhamal,Odisha,20.2022,84.3023,0.48
Kandhamal,Odisha,20.3323,84.5121,0.43
Kandhamal,Odisha,20.1168,84.1945,0.43
Kandhamal,Odisha,20.1709,84.1425,0.49
Kandhamal,Odisha,20.2008,84.1657,0.78
Kandhamal,Odisha,20.3629,84.1617,1.01
Kandhamal,Odisha,20.2466,84.176,0.63
Kandhamal,Odisha,20.1818,83.9772,0.96
Kandhamal,Odisha,20.1636,84.1551,0.66
Kandhamal,Odisha,20.2454,84.5499,0.49
Kandhamal,Odisha,20.3504,84.1033,0.86
Kandhamal,Odisha,20.1616,84.2963,0.55
Kandhamal,Odisha,20.2113,84.1167,0.72
Kandhamal,Odisha,20.2366,84.1037,0.74
Kandhamal,Odisha,20.0623,84.147,1.08
Kandhamal,Odisha,20.2856,84.2026,1.12
Kandhamal,Odisha,20.2865,84.0333,1.06
Kandhamal,Odisha,20.1666,84.132,1.01
Kandhamal,Odisha,20.1807,84.2583,1.1
Kandhamal,Odisha,20.0431,84.136,0.59
Kandhamal,Odisha,20.1608,84.1247,1.08
Kandhamal,Odisha,20.114,84.1228,0.7
Kandhamal,Odisha,20.1569,84.1224,0.67
Kandhamal,Odisha,20.261,84.1127,0.68
Kandhamal,Odisha,19.9602,84.0605,1.12
Kandhamal,Odisha,20.1432,84.1298,0.71
Kandhamal,Odisha,20.3693,83.9781,1.15
Kandhamal,Odisha,20.1583,84.1388,1.07
Kandhamal,Odisha,20.2669,84.1359,0.6
Kandhamal,Odisha,20.0796,84.1112,0.77
Kandhamal,Odisha,20.2765,84.0184,0.88
Kandhamal,Odisha,20.1425,84.0449,1.13
Kandhamal,Odisha,20.3255,83.9244,0.87
Kandhamal,Odisha,20.1637,84.1407,0.88
Kandhamal,Odisha,19.8257,84.5133,0.77
Kandhamal,Odisha,20.2032,84.0498,0.42
Kandhamal,Odisha,20.2352,83.8451,0.43
Kandhamal,Odisha,20.1483,84.138,0.9
Kandhamal,Odisha,20.4147,84.2392,0.41
Kandhamal,Odisha,20.1175,84.0875,0.42
Kandhamal,Odisha,20.0728,84.0797,0.77
Kandhamal,Odisha,20.1241,84.1809,0.55
Kandhamal,Odisha,20.0704,84.1967,0.43
Kandhamal,Odisha,20.2131,84.165,1.07
Kandhamal,Odisha,20.5671,84.6256,0.5
Kandhamal,Odisha,20.1533,84.1218,0.83
Kandhamal,Odisha,20.2043,84.2658,0.56
Kandhamal,Odisha,20.7629,83.8736,0.95
Kandhamal,Odisha,19.9747,83.9052,0.61
Kandhamal,Odisha,20.0184,84.1819,0.5
Kandhamal,Odisha,20.1635,84.0998,0.59
Kandhamal,Odisha,20.0416,84.1135,0.56
Kandhamal,Odisha,20.0228,84.5036,0.83
Kandhamal,Odisha,20.2207,84.345,0.57
