paper_id,title,topic,citations,year,cluster,arxiv_id,pca_x,pca_y
380,GLoMo: Unsupervisedly Learned Relational Graphs as Transferable Representations,Task-Tasks,2540,2018,15,1806.05662v3,0.07345953554839968,0.07509945624202137
381,Next generation portal for federated testbeds MySlice v2: from prototype to production,Systems-Information,2550,2018,3,1806.04467v1,-0.09947540725244772,-0.11349087733181126
382,Combining Model-Free Q-Ensembles and Model-Based Approaches for Informed Exploration,Model-Models,2560,2018,6,1806.04552v1,0.09949162612016546,0.0966469282392567
383,Directory Reconciliation,Communication-Networks,2570,2018,17,1807.09686v1,-0.23055970433014655,-0.1335619208539287
384,Coreset-Based Neural Network Compression,Networks-Neural,2580,2018,0,1807.09810v1,-0.14503208599219464,0.2557147581899766
385,Proceedings of the 9th International Workshop on Physics and Computation,Systems-Information,2590,2018,3,1807.10563v1,-0.032693447707233037,-0.17608295477538088
386,LiDAR and Camera Detection Fusion in a Real Time Industrial Multi-Sensor Collision Avoidance System,Detection-Based,2600,2018,1,1807.10573v1,-0.009522824048842327,0.20703702987593198
387,Combining Restricted Boltzmann Machines with Neural Networks for Latent Truth Discovery,Networks-Neural,2610,2018,0,1807.10680v1,-0.16093912060631643,0.0920237019427314
388,FPGA-Based CNN Inference Accelerator Synthesized from Multi-Threaded C Software,Systems-Information,2620,2018,3,1807.10695v1,0.037991449158615444,-0.03757008060530389
389,Bisimilarity Distances for Approximate Differential Privacy,Systems-Information,2630,2018,3,1807.10015v2,-0.04572636084656278,-0.117952229214646
390,Domain Robust Feature Extraction for Rapid Low Resource ASR Development,Speech-Recognition,2640,2018,9,1807.10984v2,0.1518671177229969,-0.104768189724937
391,A Benchmark of Selected Algorithmic Differentiation Tools on Some Problems in Computer Vision and Machine Learning,Learning-Deep,2650,2018,12,1807.10129v1,-0.029319060001309353,0.08919700632371097
392,A Parity Game Tale of Two Counters,Problem-Algorithm,2660,2018,18,1807.10210v3,-0.29166492142971306,-0.06777883956465519
393,Clause Vivification by Unit Propagation in CDCL SAT Solvers,Systems-Information,2670,2018,3,1807.11061v1,-0.07631331098776573,0.08000975940120636
394,ReenactGAN: Learning to Reenact Faces via Boundary Transfer,Text-Datasets,2680,2018,5,1807.11079v1,-0.026626873828757253,0.14558172808235972
395,Towards Automatic Speech Identification from Vocal Tract Shape Dynamics in Real-time MRI,Speech-Recognition,2690,2018,9,1807.11089v1,0.016734919087813743,0.08460195426082961
396,A Survey of Machine and Deep Learning Methods for Internet of Things (IoT) Security,Systems-Information,2700,2018,3,1807.11023v1,-0.038698475526995776,0.022637993299097735
397,Discriminative multi-view Privileged Information learning for image re-ranking,Image-Images,2710,2018,10,1808.04437v1,0.01675189413595156,0.11357440138601282
398,Character-Level Language Modeling with Deeper Self-Attention,Model-Models,2720,2018,6,1808.04444v2,0.13852140371809157,-0.052890804138385976
399,Low Rank Regularization: A Review,Systems-Information,2730,2018,3,1808.04521v3,0.023656067707273635,0.04432038147742655
400,Proceedings Combined 25th International Workshop on Expressiveness in Concurrency and 15th Workshop on Structural Operational Semantics,Systems-Information,2740,2018,3,1808.08071v1,0.14914299786266574,-0.22254508655039656
401,Looking for a Black Cat in a Dark Room: Security Visualization for Cyber-Physical System Design and Analysis,Systems-Information,1750,2018,3,1808.08081v2,-0.06990441924109439,-0.09285277114463
402,Different but Equal: Comparing User Collaboration with Digital Personal Assistants vs. Teams of Expert Agents,User-Users,1760,2018,13,1808.08157v1,-0.09165473283363298,-0.1259530999360503
403,Data Motifs: A Lens Towards Fully Understanding Big Data and AI Workloads,Ai-Systems,1770,2018,11,1808.08512v1,0.18104643452259586,-0.15672357878539006
404,SOTER: A Runtime Assurance Framework for Programming Safe Robotics Systems,Systems-Information,1780,2018,3,1808.07921v3,0.010750876103707948,-0.09663685906809615
405,Exploring Shared Structures and Hierarchies for Multiple NLP Tasks,Task-Tasks,1790,2018,15,1808.07658v1,0.06235129865263448,0.1621432973248196
406,Improving Information Extraction from Images with Learned Semantic Models,Visual-Video,1800,2018,16,1808.08941v1,0.18506099972122278,0.028563616812989318
407,Water Disaggregation via Shape Features based Bayesian Discriminative Sparse Coding,Model-Models,1810,2018,6,1808.08951v1,0.06668960878457689,0.13393145294350212
408,Behavior Trees as a Representation for Medical Procedures,Systems-Information,1820,2018,3,1808.08954v1,0.097918807845932,-0.14836299668334538
409,A Systematic Approach to Programming,Problem-Algorithm,1830,2018,18,1808.08989v3,-0.13425163492727235,-0.03405827115678994
410,Downstream Effects of Affirmative Action,Systems-Information,1840,2018,3,1808.09004v1,-0.05452487804039785,-0.05831627132790206
411,SOLAR: Deep Structured Representations for Model-Based Reinforcement Learning,Model-Models,1850,2018,6,1808.09105v4,0.1770521208257983,0.2632305681128377
412,Learning Models for Shared Control of Human-Machine Systems with Unknown Dynamics,User-Users,1860,2018,13,1808.08268v1,0.02768061347179138,-0.06570732778521557
413,An elementary introduction to information geometry,Systems-Information,1870,2018,3,1808.08271v2,-0.10985772629161678,-0.09925885582606096
414,Deep multiscale convolutional feature learning for weakly supervised localization of chest pathologies in X-ray images,Image-Images,1880,2018,10,1808.08280v1,0.08925472302970539,0.33055953196486826
415,Augmenting Bottleneck Features of Deep Neural Network Employing Motor State for Speech Recognition at Humanoid Robots,Speech-Recognition,1890,2018,9,1808.08702v1,-0.015190140093578422,0.21066223595646272
416,Efficient Crowd Exploration of Large Networks: The Case of Causal Attribution,Networks-Neural,1900,2018,0,1810.03163v1,-0.06537854559017564,0.15264069096027114
417,Unsupervised Neural Word Segmentation for Chinese via Segmental Language Modeling,Model-Models,1910,2018,6,1810.03167v1,0.25120552695954623,-0.11876058787168896
418,Task-Embedded Control Networks for Few-Shot Imitation Learning,Task-Tasks,1920,2018,15,1810.03237v1,0.05302663794073548,0.1730798957975121
419,Robustness via Retrying: Closed-Loop Robotic Manipulation with Self-Supervised Learning,Image-Images,1930,2018,10,1810.03043v1,0.1490137804625436,0.222888293336106
420,CSI-Net: Unified Human Body Characterization and Pose Recognition,Detection-Based,1940,2018,1,1810.03064v2,0.00646909213722073,0.06408092683032306
421,On the Inner Product Predicate and a Generalization of Matching Vector Families,Problem-Algorithm,1950,2018,18,1810.02396v1,-0.34749551992408106,-0.11193787349745737
422,Prototyping Formal System Models with Active Objects,Model-Models,1960,2018,6,1810.02470v1,0.15410885554973675,-0.1976827745985646
423,Unfolding of Finite Concurrent Automata,Graph-Graphs,1970,2018,2,1810.02471v1,-0.2945447388952812,-0.19019305082081925
424,Meeting Real-Time Constraint of Spectrum Management in TV Black-Space Access,Networks-Neural,1980,2018,0,1810.02474v3,-0.17661681228151077,0.04855368479878552
425,Hands-Free One-Time and Continuous Authentication Using Glass Wearable Devices,User-Users,1990,2018,13,1810.02496v1,-0.131324984063587,-0.1160328907852605
426,Learning To Simulate,Data-Model,2000,2018,8,1810.02513v2,0.2788165533674084,0.24798377636315636
427,Where Did My Optimum Go?: An Empirical Analysis of Gradient Descent Optimization in Policy Gradient Methods,Learning-Deep,2010,2018,12,1810.02525v1,-0.07036206709041189,0.2429983895536853
428,Hows and Whys of Artificial Intelligence for Public Sector Decisions: Explanation and Evaluation,Ai-Systems,2020,2018,11,1810.02689v2,0.035891158651964856,-0.0705983494353287
429,Human Indignity: From Legal AI Personhood to Selfish Memes,Ai-Systems,2030,2018,11,1810.02724v1,0.055936194012180626,-0.2568137023274062
430,Alpha Entanglement Codes: Practical Erasure Codes to Archive Data in Unreliable Environments,Data-Model,2040,2018,8,1810.02974v1,0.06977633724074586,-0.06815335753847646
431,Security Analysis of Deep Neural Networks Operating in the Presence of Cache Side-Channel Attacks,Adversarial-Attacks,2050,2018,14,1810.03487v4,0.0354588317822338,0.22041058914010897
432,A Droplet Approach Based on Raptor Codes for Distributed Computing With Straggling Servers,Problem-Algorithm,2060,2018,18,1810.03488v1,-0.2505819805378027,0.025429644988767507
433,Fundamental Limits of Covert Bit Insertion in Packets,Communication-Networks,2070,2018,17,1810.03510v1,-0.20329286473649233,-0.0772688479666878
434,Episodic Curiosity through Reachability,Text-Datasets,2080,2018,5,1810.02274v5,-0.11085399047629224,0.08098487731634146
435,Unsupervised Learning via Meta-Learning,Learning-Deep,2090,2018,12,1810.02334v6,0.20423062310490434,0.3897353025171567
436,Transfer Learning via Unsupervised Task Discovery for Visual Question Answering,Visual-Video,2100,2018,16,1810.02358v2,0.08512767158841757,-0.05242472329051124
437,Randen - fast backtracking-resistant random generator with AES+Feistel+Reverie,Problem-Algorithm,2110,2018,18,1810.02227v1,-0.22347473547973057,-0.09129011373485198
438,Optimizing Waiting Thresholds Within A State Machine,Problem-Algorithm,2120,2018,18,1810.03278v1,-0.16298464586031955,-0.050046309761980205
439,Geared Rotationally Identical and Invariant Convolutional Neural Network Systems,Networks-Neural,2130,2018,0,1808.01280v3,-0.06908745957842975,0.0492664294448264
440,Large Scale Language Modeling: Converging on 40GB of Text in Four Hours,Text-Datasets,2140,2018,5,1808.01371v2,0.1879730604751471,0.054080418325724876
441,Audio Tagging With Connectionist Temporal Classification Model Using Sequential Labelled Data,Systems-Information,2150,2018,3,1808.01935v1,-0.02569594057390003,0.03874632011593177
442,Adversarial Vision Challenge,Adversarial-Attacks,2160,2018,14,1808.01976v2,0.02587137231736558,0.030769911562866094
443,The system of cloud oriented learning tools as an element of educational and scientific environment of high school,Learning-Deep,2170,2018,12,1808.02081v1,0.0350890716211316,0.20163472664438647
444,Learning to Share and Hide Intentions using Information Regularization,Learning-Deep,2180,2018,12,1808.02093v2,-0.013632079858798846,0.14324158962015177
445,Structure Learning for Relational Logistic Regression: An Ensemble Approach,Learning-Deep,2190,2018,12,1808.02123v1,-0.015732825759730087,0.33478709706607473
446,Multivariant Assertion-based Guidance in Abstract Interpretation,Systems-Information,2200,2018,3,1808.05197v3,-0.10706409848730485,-0.05617783670075974
447,Improved Chord Recognition by Combining Duration and Harmonic Language Models,Model-Models,2210,2018,6,1808.05335v1,0.32342836184273005,-0.1291430469939077
448,Identifying Implementation Bugs in Machine Learning based Image Classifiers using Metamorphic Testing,Learning-Deep,2220,2018,12,1808.05353v1,0.06249453610525263,0.15778572769067062
449,On the Decision Boundary of Deep Neural Networks,Networks-Neural,2230,2018,0,1808.05385v3,0.10633852584047435,0.3902467387153766
450,Evaluation of team dynamic in Norwegian projects for IT students,Task-Tasks,2240,2018,15,1808.05473v1,0.03148334847307352,-0.09195256905945091
451,Why did the shape of your network change? (On detecting network anomalies via non-local curvatures),Detection-Based,2250,2018,1,1808.05676v3,-0.17558130834039087,0.13067031581267075
452,The DALPHI annotation framework & how its pre-annotations can improve annotator efficiency,Task-Tasks,2260,2018,15,1808.05558v1,0.1739951146625829,0.09585831631593442
453,Improved Language Modeling by Decoding the Past,Text-Datasets,2270,2018,5,1808.05908v4,0.07822605912190225,-0.06695919752659446
454,CBinfer: Exploiting Frame-to-Frame Locality for Faster Convolutional Network Inference on Video Streams,Networks-Neural,2280,2018,0,1808.05488v2,-0.0756761762682484,0.2050149023728126
455,A Serverless Tool for Platform Agnostic Computational Experiment Management,Data-Model,2290,2018,8,1809.07693v1,0.07642768594884562,-0.06737415533773491
456,On the Fly Orchestration of Unikernels: Tuning and Performance Evaluation of Virtual Infrastructure Managers,Networks-Neural,2300,2018,0,1809.07701v1,-0.03542956727991825,0.06959286333805993
457,Attacking Similarity-Based Link Prediction in Social Networks,Problem-Algorithm,2310,2018,18,1809.08368v2,-0.23893385043521131,0.06453507951641954
458,The Struggle is Real: Analyzing Ground Truth Data of TLS (Mis-)Configurations,Communication-Networks,2320,2018,17,1809.08817v1,-0.08485781787032631,-0.07923041212642494
459,Robotics Rights and Ethics Rules,Systems-Information,2330,2018,3,1809.08885v1,-0.03989819446394021,-0.1074952528452979
460,Neural network approach to classifying alarming student responses to online assessment,Networks-Neural,2340,2018,0,1809.08899v1,-0.019766566343963777,0.1290867661322559
461,Language Identification with Deep Bottleneck Features,Speech-Recognition,2350,2018,9,1809.08909v2,0.05021075062901334,0.25223724757096866
462,Understanding Compressive Adversarial Privacy,Data-Model,2360,2018,8,1809.08911v2,0.08953848569500798,0.02899292384950183
463,Context-Aware Systems for Sequential Item Recommendation,Networks-Neural,2370,2018,0,1809.08922v2,-0.047089077326825685,0.11661784241369336
464,Target Transfer Q-Learning and Its Convergence Analysis,Learning-Deep,2380,2018,12,1809.08923v1,-0.012451902190279251,0.24282931631623686
465,Lexical Bias In Essay Level Prediction,Model-Models,2390,2018,6,1809.08935v1,0.011510479432139047,0.09039393587549593
466,Shouji: A Fast and Efficient Pre-Alignment Filter for Sequence Alignment,Systems-Information,2400,2018,3,1809.07858v4,-0.07063858788742451,-0.042522643701049155
467,"Modalities, Cohesion, and Information Flow",Systems-Information,2410,2018,3,1809.07897v2,-0.04963846084269816,-0.1490513448762301
468,Predicting the Programming Language of Questions and Snippets of StackOverflow Using Natural Language Processing,Systems-Information,2420,2018,3,1809.07954v1,0.13067062319385703,-0.21084293739335538
469,Human activity recognition based on time series analysis using U-Net,Networks-Neural,2430,2018,0,1809.08113v1,-0.030616259509140046,0.1573554983642049
470,Constructing Hard Examples for Graph Isomorphism,Graph-Graphs,2440,2018,2,1809.08154v2,-0.3087879802190633,-0.10953809949992824
471,Domain Adaptation for Robot Predictive Maintenance Systems,Problem-Algorithm,2450,2018,18,1809.08626v3,-0.08389591855794107,0.06258179003705296
472,Application of Machine Learning in Wireless Networks: Key Techniques and Open Issues,Communication-Networks,2460,2018,17,1809.08707v2,-0.013362451141411867,0.0534032279161167
473,A Survey of Conventional and Artificial Intelligence / Learning based Resource Allocation and Interference Mitigation Schemes in D2D Enabled Networks,Communication-Networks,2470,2018,17,1809.08748v1,-0.06263933593722686,-0.020719911709344768
474,DynaSOAr: Accelerating Single-Method Multiple-Objects Applications on GPUs,Text-Datasets,2480,2018,5,1809.07444v2,-0.025970163523992278,0.006942300355222202
475,Conv-TasNet: Surpassing Ideal Time-Frequency Magnitude Masking for Speech Separation,Speech-Recognition,2490,2018,9,1809.07454v3,-0.07600087612754601,0.05926295760482097
476,WiRe57 : A Fine-Grained Benchmark for Open Information Extraction,Systems-Information,2500,2018,3,1809.08962v2,-0.11296550410542837,-0.14508227783560027
477,On The Utility of Conditional Generation Based Mutual Information for Characterizing Adversarial Subspaces,Adversarial-Attacks,2510,2018,14,1809.08986v1,-0.00900880091956146,0.12923543544731952
478,SDN Flow Entry Management Using Reinforcement Learning,Learning-Deep,2520,2018,12,1809.09003v1,-0.13719962783954587,0.31774501528760263
479,Deep Confidence: A Computationally Efficient Framework for Calculating Reliable Errors for Deep Neural Networks,Networks-Neural,2530,2018,0,1809.09060v1,0.01394164391693236,0.3773097135007838
480,Understanding Tor Usage with Privacy-Preserving Measurement,User-Users,2540,2018,13,1809.08481v1,-0.09024680292025951,-0.08399107545991454
481,Hard to Solve Instances of the Euclidean Traveling Salesman Problem,Problem-Algorithm,2550,2018,18,1808.02859v3,-0.2924374227101659,-0.12033305561979478
482,Secret Sharing with Binary Shares,Systems-Information,2560,2018,3,1808.02974v3,-0.172888870293029,-0.0961888880492964
483,Safe Stream-Based Programming with Refinement Types,Systems-Information,2570,2018,3,1808.02998v1,-0.014187010581080756,-0.06675392906106935
484,Leveraging Motion Priors in Videos for Improving Human Segmentation,Learning-Deep,2580,2018,12,1807.11436v1,0.11119813679655231,0.2268792365374667
485,Fair Packing and Covering on a Relative Scale,Problem-Algorithm,2590,2018,18,1808.02517v3,-0.22566125501948167,-0.07685378052659958
486,Multi-robot Dubins Coverage with Autonomous Surface Vehicles,Problem-Algorithm,2600,2018,18,1808.02552v1,-0.19385753595014074,-0.02700841211459353
487,Application of End-to-End Deep Learning in Wireless Communications Systems,Learning-Deep,2610,2018,12,1808.02394v1,0.06304208082941704,0.30126484326171404
488,VerIDeep: Verifying Integrity of Deep Neural Networks through Sensitive-Sample Fingerprinting,Model-Models,2620,2018,6,1808.03277v2,0.17364013244076681,0.26306245816798424
489,Optimizing error of high-dimensional statistical queries under differential privacy,Text-Datasets,2630,2018,5,1808.03537v1,-0.058838218185747436,0.0041481784361608745
490,Code-division multiplexed resistive pulse sensor networks for spatio-temporal detection of particles in microfluidic devices,Networks-Neural,2640,2018,0,1808.03388v1,-0.11701632098938293,0.11062882235483827
491,Regular omega-Languages with an Informative Right Congruence,Systems-Information,2650,2018,3,1809.03108v1,0.04875628062912772,-0.28948272196389474
492,Certified Adversarial Robustness with Additive Noise,Adversarial-Attacks,2660,2018,14,1809.03113v6,0.2331218872925471,0.15548827291620973
493,Memristive LSTM network hardware architecture for time-series predictive modeling problem,Networks-Neural,2670,2018,0,1809.03119v1,-0.14183784868690535,0.17668919487670176
494,LensKit for Python: Next-Generation Software for Recommender System Experiments,Systems-Information,2680,2018,3,1809.03125v4,0.015988412181357967,-0.12927307202497218
495,Shallow vs deep learning architectures for white matter lesion segmentation in the early stages of multiple sclerosis,Learning-Deep,2690,2018,12,1809.03185v1,0.035896625627982084,0.2631624013372258
496,Action-conditional Sequence Modeling for Recommendation,User-Users,2700,2018,13,1809.03291v1,-0.07709288211784264,-0.05006950322786937
497,Deep Learning Towards Mobile Applications,Learning-Deep,2710,2018,12,1809.03559v1,0.1317984388074368,0.34345191699992456
498,Out-of-Distribution Detection Using an Ensemble of Self Supervised Leave-out Classifiers,Detection-Based,2720,2018,1,1809.03576v1,0.033071334189113455,0.19127574991907847
499,Visualization of High-dimensional Scalar Functions Using Principal Parameterizations,3D-Images,2730,2018,7,1809.03618v1,-0.00866694315238168,0.03562351435949552
500,Answering Visual What-If Questions: From Actions to Predicted Scene Descriptions,Systems-Information,2740,2018,3,1809.03707v2,-0.006694330738580687,-0.037892891710155606
501,Hyperspectral Image Reconstruction via Combinatorial Embedding of Cross-Channel Spatio-Spectral Clues,Image-Images,500,2023,10,2312.11119v1,-0.01835203537264802,0.09453417934968329
502,Rapid Open-World Adaptation by Adaptation Principles Learning,Task-Tasks,510,2023,15,2312.11138v1,0.05509609075638077,0.1655879500739393
503,CDRH Seeks Public Comment: Digital Health Technologies for Detecting Prediabetes and Undiagnosed Type 2 Diabetes,Ai-Systems,520,2023,11,2312.11226v1,0.041931172521058026,-0.13119155475657907
504,Leveraging Normalization Layer in Adapters With Progressive Learning and Adaptive Distillation for Cross-Domain Few-Shot Learning,Learning-Deep,530,2023,12,2312.11260v1,0.1336719151342793,0.1810772625992512
505,Student as an Inherent Denoiser of Noisy Teacher,Model-Models,540,2023,6,2312.10185v1,0.3625497334275375,-0.05691817923176821
506,SoloPose: One-Shot Kinematic 3D Human Pose Estimation with Video Data Augmentation,3D-Images,550,2023,7,2312.10195v1,0.12558650602674643,-0.04213207996894269
507,VoCopilot: Voice-Activated Tracking of Everyday Interactions,User-Users,560,2023,13,2312.10265v1,0.0521852859069422,-0.04331151269448338
508,ACCL+: an FPGA-Based Collective Engine for Distributed Applications,Communication-Networks,570,2023,17,2312.11742v1,-0.055911244258072826,0.021084166428811748
509,Tokenization Matters: Navigating Data-Scarce Tokenization for Gender Inclusive Language Technologies,Llms-Language,580,2023,4,2312.11779v3,0.3166605493938411,-0.21518721566430588
510,IKT-BT: Indirect Knowledge Transfer Behavior Tree Framework for Multi-Robot Systems Through Communication Eavesdropping,Communication-Networks,590,2023,17,2312.11802v1,-0.06512597021015092,-0.0796572308034071
511,Root Cause Explanation of Outliers under Noisy Mechanisms,Text-Datasets,600,2023,5,2312.11818v1,-0.09416402610760072,0.061146506715261145
512,SimCalib: Graph Neural Network Calibration based on Similarity between Nodes,Graph-Graphs,610,2023,2,2312.11858v1,-0.20772278259991656,0.07933283499967722
513,Punctuation restoration Model and Spacing Model for Korean Ancient Document,Model-Models,620,2023,6,2312.11881v1,0.33690254450431695,-0.05558799166473725
514,Hierarchical and Incremental Structural Entropy Minimization for Unsupervised Social Event Detection,Detection-Based,630,2023,1,2312.11891v1,-0.21935966809443788,-0.0037555618883017643
515,Logic-Scaffolding: Personalized Aspect-Instructed Recommendation Explanation Generation using LLMs,Llms-Language,640,2023,4,2312.14345v2,0.2649224848186617,-0.34519770036958697
516,Don't Believe Everything You Read: Enhancing Summarization Interpretability through Automatic Identification of Hallucinations in Large Language Models,Llms-Language,650,2023,4,2312.14346v2,0.3625437815403881,-0.257160256747122
517,PC-Conv: Unifying Homophily and Heterophily with Two-fold Filtering,Graph-Graphs,660,2023,2,2312.14438v1,-0.25064095434224515,-0.041468768788367756
518,Adaptive Differential Evolution with Diversification: Addressing Optimization Challenges,Systems-Information,670,2023,3,2312.14464v1,-0.10404685126670389,-0.03507496201361847
519,Language Model is a Branch Predictor for Simultaneous Machine Translation,Model-Models,680,2023,6,2312.14488v1,0.1402527232317966,-0.0645811060752624
520,Hutchinson Trace Estimation for High-Dimensional and High-Order Physics-Informed Neural Networks,Systems-Information,690,2023,3,2312.14499v2,-0.043551514096677915,0.049856536372404524
521,"Concurrent Asynchronous Byzantine Agreement in Expected-Constant Rounds, Revisited",Problem-Algorithm,700,2023,18,2312.14506v1,-0.20929997928410715,-0.08631106864684572
522,Unsupervised Harmonic Parameter Estimation Using Differentiable DSP and Spectral Optimal Transport,Networks-Neural,710,2023,0,2312.14507v3,-0.05691963067524842,0.0942192418284452
523,Poincaré Differential Privacy for Hierarchy-Aware Graph Embedding,Graph-Graphs,720,2023,2,2312.12183v3,-0.10204742986349406,-0.032797006562760155
524,CUDC: A Curiosity-Driven Unsupervised Data Collection Method with Adaptive Temporal Distances for Offline Reinforcement Learning,Task-Tasks,730,2023,15,2312.12191v1,0.1870559798381596,0.2407128184533438
525,Instruct-SCTG: Guiding Sequential Controlled Text Generation through Instructions,Text-Datasets,740,2023,5,2312.12299v1,0.229641152789507,-0.2439222154746568
526,Secure Information Embedding in Images with Hybrid Firefly Algorithm,Image-Images,750,2023,10,2312.13519v1,-0.20012234849630328,0.029398555581823093
527,Structure-Aware Path Inference for Neural Finite State Transducers,Model-Models,760,2023,6,2312.13614v1,0.12792946280649023,0.026846212055937353
528,Navigating the Structured What-If Spaces: Counterfactual Generation via Structured Diffusion,Model-Models,770,2023,6,2312.13616v1,0.18839565470308492,0.04095768332015261
529,Integration Of Evolutionary Automated Machine Learning With Structural Sensitivity Analysis For Composite Pipelines,Learning-Deep,780,2023,12,2312.14770v1,-0.04650548593960698,0.1617539230400458
530,ROS package search for robot software development: a knowledge graph-based approach,Image-Images,790,2023,10,2312.14781v1,-0.06615512802316077,-0.08495611797471637
531,Robust Knowledge Extraction from Large Language Models using Social Choice Theory,Llms-Language,800,2023,4,2312.14877v2,0.12119841590046486,-0.2207107689052657
532,Pangu-Agent: A Fine-Tunable Generalist Agent with Structured Reasoning,Ai-Systems,810,2023,11,2312.14878v1,0.1996519512273302,-0.20453040895009605
533,Liquid State Genetic Programming,Problem-Algorithm,820,2023,18,2312.14942v1,-0.17061086263250846,-0.010372853919879256
534,AsyncMLD: Asynchronous Multi-LLM Framework for Dialogue Recommendation System,Systems-Information,830,2023,3,2312.13925v1,0.02605882711792402,-0.17226888568504525
535,Efficient quantum algorithms for some instances of the semidirect discrete logarithm problem,Problem-Algorithm,840,2023,18,2312.14028v1,-0.43958585999888805,-0.07208457231472781
536,Polynomial Time Convergence of the Iterative Evaluation of Datalogo Programs,Problem-Algorithm,850,2023,18,2312.14063v2,-0.15776991528007042,-0.11295843349239053
537,Large Language Models in Medical Term Classification and Unexpected Misalignment Between Response and Reasoning,Llms-Language,860,2023,4,2312.14184v1,0.2909408297792931,-0.3021656384950033
538,Auto311: A Confidence-guided Automated System for Non-emergency Calls,Systems-Information,870,2023,3,2312.14185v2,-0.095884213958863,-0.0763969302891081
539,Illuminating the Black Box: A Psychometric Investigation into the Multifaceted Nature of Large Language Models,Llms-Language,880,2023,4,2312.14202v1,0.27174115109374253,-0.2884740154174756
540,HElium: A Language and Compiler for Fully Homomorphic Encryption with Support for Proxy Re-Encryption,Data-Model,890,2023,8,2312.14250v1,0.10894770479603573,-0.11341679096597801
541,WellFactor: Patient Profiling using Integrative Embedding of Healthcare Data,Data-Model,900,2023,8,2312.14129v1,0.15402747914067558,0.044192618866975
542,QuadAttack: A Quadratic Programming Approach to Ordered Top-K Attacks,Adversarial-Attacks,910,2023,14,2312.11510v1,0.006734536289271091,0.20320428162311546
543,Maatphor: Automated Variant Analysis for Prompt Injection Attacks,Adversarial-Attacks,920,2023,14,2312.11513v1,0.12700252152814392,-0.11556471412059904
544,Analysing user sentiment data for architectural interior spaces,User-Users,930,2023,13,2312.11519v1,0.035464331844037245,-0.1106652482943539
545,Large Language Models are Complex Table Parsers,Text-Datasets,940,2023,5,2312.11521v1,0.156884718911011,-0.1672886429842225
546,ToViLaG: Your Visual-Language Generative Model is Also An Evildoer,Visual-Video,950,2023,16,2312.11523v1,0.28313450444902244,-0.2025047642119591
547,ABiMed: An intelligent and visual clinical decision support system for medication reviews and polypharmacy management,Visual-Video,960,2023,16,2312.11526v1,0.03593319039461036,-0.05711752952525366
548,Probabilistic Offline Policy Ranking with Approximate Bayesian Computation,Problem-Algorithm,970,2023,18,2312.11551v1,-0.0690349262328852,0.025098341007632162
549,SeGA: Preference-Aware Self-Contrastive Learning with Prompts for Anomalous User Detection on Twitter,User-Users,980,2023,13,2312.11553v1,0.05294238587640652,0.0013739415426478124
550,Regularized Conditional Alignment for Multi-Domain Text Classification,Text-Datasets,990,2023,5,2312.11572v1,0.15506823526778388,0.09059720800631452
551,Emotion Based Prediction in the Context of Optimized Trajectory Planning for Immersive Learning,Learning-Deep,1000,2023,12,2312.11576v2,0.06341323326499108,0.3198655247368521
552,SkillDiffuser: Interpretable Hierarchical Planning via Skill Abstractions in Diffusion-Based Task Execution,Task-Tasks,1010,2023,15,2312.11598v3,0.12183384993913533,0.029562513709197002
553,HAAR: Text-Conditioned Generative Model of 3D Strand-based Human Hairstyles,3D-Images,1020,2023,7,2312.11666v1,0.1281217669488021,-0.07804728460570315
554,A debiasing technique for place-based algorithmic patrol management,Data-Model,1030,2023,8,2401.06162v1,0.15292943321968033,-0.05075669915692291
555,Can Transformers Learn Sequential Function Classes In Context?,Task-Tasks,1040,2023,15,2312.12655v2,0.07103650678890314,0.018041038761337384
556,On the Role of Server Momentum in Federated Learning,Learning-Deep,1050,2023,12,2312.12670v1,-0.06017512133622396,0.057953146397938415
557,Optimizing Distributed Training on Frontier for Large Language Models,Llms-Language,1060,2023,4,2312.12705v2,0.36121467663474466,-0.17010338047531282
558,CONCSS: Contrastive-based Context Comprehension for Dialogue-appropriate Prosody in Conversational Speech Synthesis,Speech-Recognition,1070,2023,9,2312.10358v1,0.06432637358494463,0.08672648195433032
559,Proportional Representation in Metric Spaces and Low-Distortion Committee Selection,Text-Datasets,1080,2023,5,2312.10369v2,-0.09448301658200489,-0.09047658523015532
560,Lecture Notes in Probabilistic Diffusion Models,Data-Model,1090,2023,8,2312.10393v1,0.32480297975250283,-0.029048231910795006
561,Rethinking Dimensional Rationale in Graph Contrastive Learning from Causal Perspective,Graph-Graphs,1100,2023,2,2312.10401v3,-0.11481017935370899,0.17036985460213128
562,Fractional Deep Reinforcement Learning for Age-Minimal Mobile Edge Computing,Problem-Algorithm,1110,2023,18,2312.10418v2,-0.21152223382027963,0.11893402112888825
563,RIGHT: Retrieval-augmented Generation for Mainstream Hashtag Recommendation,Image-Images,1120,2023,10,2312.10466v1,0.09358101064771379,-0.05423188807471282
564,A new method color MS-BSIF Features learning for the robust kinship verification,Learning-Deep,1130,2023,12,2312.10482v1,0.10717515949429125,0.32573070303846546
565,Revealing Networks: Understanding Effective Teacher Practices in AI-Supported Classrooms using Transmodal Ordered Network Analysis,Ai-Systems,1140,2023,11,2312.10826v1,0.1610003890675134,0.17209126496932495
