lat,lon,forest_loss_sq_km,region
21.2753,81.0042,27.58,central
20.1919,81.3456,10.53,central
23.0321,79.0385,35.42,central
21.0421,80.5758,30.18,central
18.3437,82.8714,17.38,central
21.6966,81.7128,37.59,central
18.9312,80.7353,27.72,central
18.2964,81.7339,41.37,central
19.4128,81.421,24.32,central
19.2482,79.0009,57.13,central
22.8319,79.7628,19.43,central
19.7991,78.0433,54.07,central
23.3371,80.6134,32.04,central
21.3763,83.5843,35.41,central
21.9152,81.6155,15.54,central
23.1152,82.7808,27.77,central
23.3248,83.1402,60.0,central
18.5787,82.5605,47.32,central
19.1406,80.4138,13.34,central
18.2227,80.9223,13.43,central
19.6914,78.7395,10.65,central
23.4607,82.6204,45.19,central
18.8357,81.1034,60.0,central
22.0611,78.2809,18.74,central
19.9411,80.4951,8.69,central
18.6099,83.901,36.31,central
18.951,78.2325,60.0,central
20.0165,81.7419,13.88,central
19.2078,80.2827,29.44,central
18.6129,83.9381,5.11,central
18.099,78.3588,37.78,central
21.1342,83.0975,31.49,central
21.6591,82.9396,47.06,central
23.8203,82.1531,11.96,central
20.2776,83.7718,16.72,central
23.5349,78.4793,7.89,central
18.2931,80.5947,50.17,central
23.0127,82.2767,35.37,central
22.9915,82.1297,27.49,central
19.4044,79.3969,19.49,central
20.9625,78.5553,60.0,central
22.7503,78.1522,9.44,central
20.3279,83.1792,18.99,central
21.7096,83.5921,36.79,central
23.566,81.9978,22.77,central
21.1153,80.6836,14.16,central
18.1983,78.5657,28.5,central
21.3485,80.7865,54.93,central
23.9718,83.7861,47.09,central
22.5738,79.0597,5.6,central
19.8663,79.8636,25.45,central
18.1354,82.2755,8.53,central
23.2557,80.9793,11.24,central
18.6408,79.2981,9.31,central
18.4187,82.1569,27.49,central
20.6688,79.3479,39.39,central
19.3032,78.6321,48.47,central
19.674,78.1219,13.85,central
20.3344,81.4333,60.0,central
21.3259,79.888,25.98,central
23.474,79.2935,23.67,central
22.4386,80.731,42.15,central
20.3589,79.4223,29.02,central
21.4688,82.3698,54.69,central
23.8994,83.7044,15.74,central
20.1065,81.4966,25.79,central
21.4182,80.9693,60.0,central
22.6989,80.0288,9.19,central
19.2065,80.9392,7.74,central
21.8585,82.4662,60.0,central
21.4745,78.8111,7.07,central
18.6706,78.052,37.8,central
20.2126,83.3352,7.67,central
21.868,78.6176,14.55,central
21.2622,78.6681,51.43,central
18.3411,78.1398,19.01,central
19.6123,82.8832,19.07,central
23.715,81.1606,36.47,central
20.4565,78.2622,59.64,central
20.7106,78.9316,21.23,central
21.2561,82.6615,5.0,central
18.3667,78.9791,60.0,central
23.0869,79.2633,45.44,central
20.3833,79.1167,45.31,central
21.3692,82.2567,5.0,central
18.4987,79.0614,40.23,central
23.262,83.9772,20.65,central
22.958,81.6748,10.04,central
20.031,81.0894,34.18,central
19.69,80.2484,12.31,central
22.8503,79.346,55.39,central
19.0639,80.7962,5.0,central
22.123,79.4909,49.47,central
19.4447,83.0637,60.0,central
23.2875,81.5365,51.51,central
22.8343,81.2729,11.09,central
23.993,81.846,26.93,central
21.9023,81.7046,24.46,central
21.6325,79.5255,45.0,central
19.2819,81.9691,7.91,central
20.5246,81.7728,32.53,central
21.2113,81.8317,32.96,central
19.0,78.2494,13.23,central
21.9839,80.6967,44.49,central
19.0596,78.397,7.93,central
18.9726,79.2957,60.0,central
19.6384,80.5185,18.13,central
21.8073,78.4383,47.4,central
22.8864,81.2048,16.95,central
23.2323,82.2174,6.72,central
19.4359,80.4483,5.48,central
22.1828,83.2972,5.1,central
22.8301,79.1314,26.91,central
21.2771,79.7238,45.22,central
18.725,79.8137,9.64,central
20.8332,83.1669,58.88,central
21.7718,78.9896,33.43,central
19.6147,82.6993,18.84,central
21.0125,80.1116,20.79,central
18.7367,83.5078,25.54,central
22.5449,79.5872,60.0,central
19.7239,80.9165,39.68,central
22.0555,80.3205,18.42,central
20.2484,81.3189,24.94,central
19.2553,78.0273,29.9,central
21.318,79.7326,60.0,central
23.5596,81.3005,6.95,central
22.807,81.7573,17.06,central
19.827,81.9758,6.63,central
19.7781,82.8717,35.68,central
20.7981,80.9049,34.71,central
19.1222,80.0411,58.97,central
19.6388,82.9573,12.79,central
22.45,81.9752,38.84,central
21.9402,78.4411,14.0,central
20.4427,80.8219,60.0,central
21.8689,79.9576,17.39,central
20.1993,83.9266,32.62,central
20.5838,81.3896,11.64,central
23.9001,83.485,8.12,central
19.448,81.9996,54.48,central
23.7412,78.1163,6.12,central
21.9547,83.3163,38.06,central
23.6901,83.1231,5.6,central
20.1609,82.5962,29.36,central
21.9382,79.5229,17.08,central
20.7884,78.9761,29.96,central
23.5867,83.0191,53.02,central
20.1592,79.5077,5.0,central
21.0592,83.6441,24.6,central
19.3569,79.9168,13.88,central
22.0517,83.6032,51.2,central
20.4966,79.0307,60.0,central
23.1215,83.324,36.86,central
18.8373,82.1551,20.97,central
23.2921,81.6117,5.0,central
20.2761,81.9983,25.48,central
20.836,79.7076,60.0,central
18.3981,82.1294,13.53,central
23.5569,80.7842,42.33,central
21.6957,82.7361,39.24,central
23.7045,82.6344,20.75,central
19.8904,81.2471,17.8,central
18.9556,83.3218,30.43,central
19.7888,79.5079,36.08,central
18.8256,82.5186,14.51,central
18.1323,78.3412,31.52,central
23.8845,81.3427,24.99,central
19.1987,81.3191,37.42,central
19.4199,82.2572,27.43,central
23.1594,79.541,26.59,central
20.6653,79.0718,9.79,central
21.3119,83.9082,53.11,central
22.0903,80.4488,19.57,central
21.4874,78.561,38.19,central
23.5966,81.4928,14.37,central
22.1982,82.5053,11.78,central
18.8944,80.5912,6.67,central
19.8142,83.0366,36.39,central
22.2518,83.8537,7.9,central
22.0312,78.8473,40.92,central
19.7925,78.4166,48.67,central
20.5955,80.5837,22.01,central
23.9184,83.0742,10.53,central
22.5085,79.67,30.26,central
21.3176,81.9907,54.7,central
23.2322,80.6941,35.24,central
18.2381,82.9203,37.93,central
20.8257,82.999,19.37,central
22.3846,82.6817,28.68,central
20.9311,82.9129,42.38,central
18.7408,82.4326,20.09,central
19.5913,79.0524,38.27,central
22.4889,80.2041,14.53,central
20.3249,80.7596,17.42,central
18.7428,81.2746,5.0,central
18.2276,81.8648,17.79,central
19.9679,81.1668,29.48,central
22.7446,78.5202,32.92,central
21.5122,83.7349,33.47,central
23.8973,79.324,21.45,central
23.1979,78.8334,59.27,central
19.5878,83.1908,47.14,central
20.9767,79.951,25.6,central
19.055,78.852,42.24,central
20.8215,78.9539,32.51,central
19.2618,81.3466,12.36,central
20.9137,79.5991,23.11,central
20.119,79.339,28.1,central
19.2827,83.3428,9.22,central
18.8254,81.8878,17.25,central
22.4615,78.1246,58.9,central
18.0959,78.4706,5.0,central
23.365,82.2078,28.55,central
18.6141,82.9218,21.27,central
18.0772,80.9394,31.32,central
21.3047,81.955,9.64,central
21.4563,78.2275,7.76,central
20.9723,79.8082,35.5,central
18.6213,82.5388,60.0,central
19.0189,83.6482,28.18,central
23.0935,81.8121,60.0,central
23.3906,81.8242,19.32,central
23.2016,83.9883,5.1,central
22.8728,80.1285,24.9,central
22.6377,78.2195,10.59,central
19.8949,81.5805,55.32,central
18.5859,83.693,27.49,central
21.1835,79.8321,13.29,central
21.8056,78.6946,26.28,central
21.9111,81.2339,5.36,central
21.2103,82.265,47.05,central
18.6467,79.0137,33.96,central
22.521,83.5107,42.15,central
21.4087,82.344,14.53,central
19.1923,78.1379,5.0,central
18.045,82.4826,21.43,central
21.4601,83.5445,15.46,central
20.2571,81.0039,42.14,central
22.0364,83.0564,5.0,central
19.5124,78.6351,12.95,central
18.4392,79.6053,23.14,central
23.4813,81.9822,5.0,central
20.8827,79.7848,22.34,central
21.9429,80.5228,41.13,central
22.0622,81.6045,60.0,central
19.652,79.6562,18.27,central
19.2914,80.7594,10.32,central
21.1616,83.7214,60.0,central
18.8539,81.3413,17.46,central
18.7739,78.1305,45.02,central
18.4005,83.3925,50.79,central
22.8937,81.3712,35.49,central
20.492,83.3894,5.0,central
18.5272,81.8439,22.47,central
23.6595,82.2013,19.73,central
20.4164,79.6212,15.03,central
23.1593,82.4651,40.57,central
22.3527,83.6743,16.49,central
18.5521,81.3812,18.13,central
22.2645,83.9539,11.7,central
22.9798,79.3798,29.18,central
21.9245,82.07,15.32,central
23.6362,82.8285,17.78,central
21.0983,78.894,11.31,central
20.2931,82.9475,60.0,central
18.8751,82.4056,17.78,central
18.098,83.1503,12.64,central
21.9376,83.2851,60.0,central
20.2453,80.2449,50.8,central
19.5266,79.9495,6.65,central
21.3957,83.8906,9.69,central
23.2131,82.5369,21.95,central
20.866,82.0766,5.0,central
22.5884,78.808,10.48,central
18.1008,82.7364,19.74,central
22.3138,82.1651,16.78,central
20.2858,82.0968,44.07,central
21.0116,80.2601,44.43,central
18.1949,82.916,35.79,central
20.9226,81.7634,50.16,central
21.798,79.4058,53.41,central
23.5461,79.0474,60.0,central
22.3661,81.4906,5.0,central
21.5729,79.4965,12.08,central
20.8411,78.6627,35.39,central
22.7324,82.6369,24.45,central
23.6762,78.7103,55.87,central
23.6878,82.5504,5.0,central
19.3058,79.9371,15.52,central
22.9891,83.8739,29.22,central
18.5147,80.738,5.0,central
20.5541,83.7109,25.46,central
23.3911,83.1135,26.6,central
19.7193,79.2058,37.11,central
23.1283,83.0476,27.72,central
19.3863,79.8646,55.06,central
19.0092,80.9432,43.96,central
18.2844,83.0543,24.03,central
22.3628,82.3201,18.71,central
21.5774,82.662,51.78,central
20.5032,78.8106,6.52,central
23.3857,80.5019,60.0,central
19.2307,82.944,12.06,central
21.6261,79.4432,41.15,central
19.4179,83.6571,16.93,central
21.9165,79.4591,14.45,central
21.0626,79.7817,60.0,central
20.6418,82.8546,5.0,central
21.3098,79.5285,18.95,central
19.4112,78.6683,9.93,central
20.6572,80.981,24.34,central
22.6403,79.5187,29.74,central
18.4853,82.0449,24.7,central
20.5629,82.2123,7.19,central
23.5893,78.9271,60.0,central
20.878,80.6156,14.03,central
19.2691,78.2372,60.0,central
21.6397,78.7277,48.72,central
22.9892,80.5753,60.0,central
18.9825,81.9445,6.39,central
20.1014,79.8599,18.22,central
20.6659,82.1013,39.2,central
20.9153,83.5389,32.0,central
19.0191,83.5201,57.5,central
18.738,78.3106,24.11,central
21.2671,80.2767,51.87,central
22.1502,82.4483,15.49,central
22.1082,82.4587,60.0,central
22.7283,78.5974,31.38,central
18.928,81.0836,17.39,central
23.8512,80.8352,20.08,central
23.5954,83.3483,15.05,central
21.2337,81.5643,60.0,central
20.5635,83.4139,21.72,central
20.1232,78.1365,33.22,central
18.1567,83.8862,5.0,central
19.287,79.2727,41.52,central
19.1823,80.4898,5.0,central
22.5309,83.7841,22.68,central
19.1009,81.9253,13.35,central
20.2198,83.2625,21.47,central
18.6093,80.6036,40.11,central
19.0219,81.8854,45.59,central
23.0298,78.1554,57.13,central
19.0571,80.8936,20.45,central
19.5373,80.5366,6.07,central
23.3723,82.2582,29.77,central
18.5077,80.0714,14.61,central
19.6253,81.9474,50.49,central
20.0828,82.5073,16.99,central
21.6824,83.8054,35.85,central
22.9703,81.625,60.0,central
22.8614,78.6842,40.43,central
18.0416,80.8088,6.75,central
18.8242,82.1704,9.12,central
18.0852,78.8536,60.0,central
19.8448,82.3944,60.0,central
21.5224,81.8274,12.08,central
23.7865,79.0985,37.06,central
19.7676,80.2623,11.5,central
19.9811,81.9467,42.66,central
21.9423,79.3684,5.0,central
20.6523,78.0496,45.37,central
20.7519,78.6063,13.61,central
21.8242,81.9136,21.09,central
19.0393,82.3396,60.0,central
20.6618,81.9574,60.0,central
23.7232,78.4496,50.14,central
22.5459,78.745,21.22,central
22.9806,78.1423,15.85,central
22.9758,78.3201,9.7,central
22.7139,81.3899,16.58,central
18.7387,81.3148,40.81,central
21.1731,81.662,27.51,central
20.4267,81.9414,20.71,central
23.5347,78.9755,12.06,central
22.7274,82.882,37.12,central
21.0512,82.8204,46.64,central
21.6894,78.3499,23.44,central
22.4943,80.1925,21.89,central
20.9476,79.0297,9.13,central
20.9045,80.1407,25.79,central
23.3246,83.7547,15.66,central
19.4827,81.3809,60.0,central
19.6422,82.0624,55.55,central
18.9384,82.059,28.95,central
23.8868,78.0751,60.0,central
22.1973,78.2711,31.51,central
22.0783,81.9723,28.71,central
22.2262,79.1999,29.38,central
23.6821,82.7003,26.39,central
20.2399,82.675,22.31,central
21.245,78.5042,60.0,central
23.9467,78.0039,20.25,central
19.999,82.3249,23.46,central
20.8811,83.2864,26.04,central
18.3194,81.3064,33.29,central
20.9939,81.616,50.79,central
21.6724,81.8576,29.81,central
23.9419,78.9385,27.9,central
18.9842,81.6048,6.64,central
23.3402,81.3666,5.02,central
18.8497,79.3555,21.19,central
20.9827,82.8904,39.7,central
22.9466,78.7051,17.79,central
23.5164,79.7,15.11,central
23.8555,79.4517,5.86,central
19.6621,81.8042,43.24,central
23.0879,83.9016,33.41,central
18.6374,79.5514,19.13,central
19.9542,79.0845,42.57,central
21.1962,80.2818,22.38,central
22.4187,79.8173,38.6,central
23.5415,81.8984,47.67,central
19.1452,78.7481,51.92,central
23.1961,79.8576,60.0,central
19.7002,83.1365,21.02,central
23.8891,78.5579,29.54,central
20.2077,78.9981,9.64,central
18.6438,82.8667,10.26,central
23.4473,79.4392,12.58,central
19.4816,82.9542,18.87,central
23.4542,78.0898,18.07,central
23.3483,82.8387,32.18,central
19.9157,81.5777,57.16,central
21.8779,79.7035,53.11,central
23.074,79.9446,45.09,central
18.7508,80.9705,21.6,central
22.1583,78.687,8.01,central
19.0177,83.1854,35.22,central
23.8899,78.9586,15.66,central
20.1551,82.308,14.08,central
19.0983,81.1342,14.88,central
22.3546,79.7698,12.16,central
22.9609,83.995,12.96,central
20.8478,83.4881,52.16,central
20.0071,81.6035,26.66,central
19.5678,80.5916,44.66,central
23.5079,81.4802,8.33,central
23.3428,82.3503,16.49,central
20.079,83.1713,9.73,central
23.3705,80.23,60.0,central
18.8976,83.3663,12.75,central
20.2109,80.7834,48.03,central
20.7526,79.8642,8.32,central
19.9376,81.954,60.0,central
18.2103,82.7031,26.23,central
21.854,83.16,10.42,central
18.7684,80.4102,14.61,central
19.8526,80.9025,38.68,central
21.4641,82.4212,16.9,central
21.1,83.0116,11.15,central
18.2106,80.1058,5.0,central
19.5619,83.0641,24.04,central
22.3282,82.3921,35.5,central
23.1958,81.5255,60.0,central
21.6544,82.2324,28.82,central
19.6041,83.9672,37.88,central
19.0659,83.8309,8.56,central
22.236,78.51,10.88,central
19.8981,81.7823,22.3,central
18.5152,78.0105,5.08,central
20.3006,82.2851,44.56,central
19.8118,81.0592,60.0,central
22.2779,80.6458,22.94,central
23.6056,82.3772,5.0,central
23.1819,78.5406,23.31,central
18.7386,78.0922,22.95,central
20.5226,78.4363,9.6,central
22.2276,78.0952,52.25,central
23.2532,79.0063,27.45,central
20.0464,78.0247,30.99,central
21.2817,80.0835,36.41,central
19.6622,83.8088,28.48,central
19.8112,79.6956,43.94,central
19.513,78.6901,26.39,central
23.6934,79.8966,60.0,central
21.1735,82.1047,16.94,central
22.2653,79.3381,45.43,central
23.146,79.1898,25.81,central
22.6015,81.4007,20.08,central
21.1546,80.8526,5.0,central
21.7084,80.1234,12.72,central
19.7157,78.202,21.17,central
23.4174,79.1783,57.67,central
19.1748,79.331,43.78,central
18.2283,79.1504,29.13,central
22.5575,82.2296,24.37,central
23.455,81.7525,25.02,central
20.8389,82.5162,45.83,central
22.0146,80.7052,23.39,central
23.4583,83.2398,11.75,central
20.2489,81.1937,18.45,central
21.6418,82.2794,53.09,central
22.8818,79.6736,29.66,central
20.8004,78.9758,59.54,central
23.6525,81.5372,7.46,central
19.0332,83.429,42.4,central
21.1187,82.6844,51.07,central
18.1196,78.1006,23.16,central
19.121,82.5632,8.66,central
20.9011,81.6975,14.04,central
23.5468,83.163,40.3,central
20.3858,81.6629,23.05,central
20.5165,83.4118,54.36,central
19.1839,78.382,60.0,central
18.7757,79.7227,13.54,central
22.6057,78.8985,38.87,central
22.0801,83.2673,23.1,central
19.9644,81.294,7.93,central
22.9202,80.5801,10.12,central
22.0647,83.6191,42.85,central
23.4014,82.4284,27.34,central
23.4726,78.0563,60.0,central
20.6373,80.0417,5.0,central
21.0143,80.957,31.91,central
22.8865,82.9614,18.08,central
19.358,80.4535,60.0,central
19.0862,79.2763,16.67,central
21.763,83.1916,22.82,central
21.3701,79.4988,7.71,central
18.0113,81.3182,16.95,central
21.7222,78.1131,30.39,central
22.8864,78.8117,42.7,central
22.4589,83.3942,41.76,central
22.357,78.337,13.3,central
23.2532,80.9944,5.0,central
20.3931,81.6853,18.18,central
22.6141,79.258,5.0,central
19.193,79.4009,9.58,central
18.9602,82.5822,21.68,central
23.1703,80.2378,9.67,central
23.4808,80.9292,9.16,central
21.5583,80.8924,60.0,central
18.8932,81.0409,21.85,central
23.0108,83.9559,17.82,central
20.2825,80.5612,38.98,central
23.8802,78.2321,9.78,central
20.7884,80.4584,32.69,central
19.1721,82.7913,14.46,central
22.297,78.106,8.22,central
19.7073,81.239,5.0,central
19.3497,81.8349,52.04,central
19.7164,81.1166,10.75,central
18.2501,82.2878,60.0,central
18.0957,83.5538,33.86,central
19.6618,80.121,9.67,central
23.347,82.7305,24.95,central
18.0907,82.9697,60.0,central
19.7823,81.2677,9.83,central
22.4666,80.0155,34.99,central
20.0918,82.6196,60.0,central
20.8574,78.6792,26.66,central
18.2377,80.6941,58.07,central
21.1173,79.4271,5.0,central
18.8497,82.5176,27.07,central
18.3086,79.897,60.0,central
19.5143,82.9914,24.29,central
19.2831,82.4253,13.38,central
23.7421,81.4321,7.61,central
21.3741,82.3706,39.99,central
19.8341,82.9427,12.51,central
19.3076,79.0753,30.5,central
21.7497,80.1522,21.75,central
19.0819,78.2303,27.04,central
23.6132,81.8956,40.89,central
21.9187,80.704,30.87,central
19.8556,79.3991,38.45,central
18.3917,80.3855,5.0,central
20.5808,83.5651,25.14,central
18.116,83.2467,14.37,central
22.5213,83.1899,27.52,central
22.7539,80.0655,26.55,central
22.1369,80.0238,10.87,central
21.0793,78.5025,16.32,central
22.8611,80.7847,23.39,central
19.3253,81.7219,60.0,central
22.3261,80.5971,9.39,central
18.6155,79.4105,28.4,central
18.9885,82.9916,9.19,central
23.7215,81.5728,34.62,central
20.0377,80.7935,36.73,central
21.3087,82.2673,31.87,central
20.0373,83.2691,20.38,central
20.1533,78.8843,14.08,central
19.8372,83.4849,16.09,central
23.7424,82.0983,27.46,central
19.1256,83.7783,19.2,central
20.4105,83.2808,46.29,central
22.9942,80.9204,26.13,central
19.0221,81.1662,32.65,central
20.7876,79.0287,9.33,central
23.2576,79.9162,19.06,central
19.0266,78.05,48.58,central
22.2262,82.6861,28.34,central
20.7405,79.3969,15.62,central
23.0953,83.5794,19.78,central
21.8087,78.9532,33.9,central
20.2979,78.8329,12.32,central
19.5301,78.5449,33.62,central
22.162,80.7509,50.01,central
19.3842,78.5344,10.54,central
18.4313,83.2157,32.71,central
20.2418,78.5373,59.27,central
21.5446,79.6387,37.08,central
23.8909,80.8979,11.9,central
23.9322,81.3094,28.35,central
18.5548,78.4486,13.0,central
19.4597,82.0216,53.45,central
23.2802,79.3426,40.01,central
20.6375,81.6529,29.89,central
20.5082,80.2786,12.82,central
21.4527,83.3683,5.0,central
21.9802,82.6104,37.81,central
23.5185,78.7286,39.24,central
21.2372,81.3873,45.96,central
20.9304,81.95,11.11,central
20.174,83.1148,53.7,central
20.791,79.2982,30.27,central
18.8729,81.2141,26.45,central
23.0758,82.9029,18.49,central
22.766,78.5687,5.0,central
19.666,78.3303,13.8,central
22.8178,80.3556,11.94,central
22.5479,81.283,7.65,central
19.2076,81.7799,5.0,central
18.3381,80.1477,34.03,central
23.5389,79.708,5.0,central
23.1502,80.9677,33.71,central
20.1763,82.7484,8.93,central
19.7838,78.4986,5.0,central
18.2141,82.6045,47.96,central
20.0765,79.331,16.21,central
22.5265,79.5353,40.68,central
20.2041,81.7642,7.71,central
20.7404,80.449,40.47,central
22.4065,80.5643,5.0,central
21.9843,81.1717,44.11,central
23.098,80.4648,46.0,central
22.5286,82.5807,12.26,central
19.0427,81.874,22.46,central
22.1334,81.6783,58.76,central
18.7075,78.1129,14.5,central
20.3966,78.3675,23.05,central
18.3926,82.5161,25.95,central
18.3606,81.9057,29.97,central
22.225,81.6617,25.1,central
18.7013,82.8151,27.21,central
18.9788,79.5009,15.75,central
19.7517,83.6913,28.0,central
19.2311,83.6503,8.32,central
20.1928,80.3413,8.83,central
19.7669,80.0292,19.75,central
19.513,79.7992,21.66,central
20.9639,79.5118,35.75,central
22.8548,83.8377,21.94,central
20.0401,82.7004,19.91,central
21.4582,83.5986,57.59,central
21.8335,79.7529,18.27,central
19.0213,81.9264,23.63,central
19.1687,78.5434,33.52,central
19.8551,83.0332,41.27,central
18.6641,78.1053,41.78,central
21.1408,82.0338,19.94,central
18.1044,78.1643,21.53,central
22.867,81.9299,23.84,central
21.2806,83.105,21.46,central
22.6978,79.9374,22.96,central
22.7184,82.7465,60.0,central
18.047,80.9054,31.15,central
19.8777,82.2006,28.63,central
21.0366,79.2246,20.35,central
20.2081,83.8681,15.06,central
19.9609,78.5937,45.97,central
21.9362,78.0805,42.31,central
21.926,83.3414,5.0,central
18.9441,81.2701,36.97,central
21.3667,83.3236,27.78,central
23.1507,80.4099,60.0,central
21.3737,83.8109,8.41,central
19.3636,80.6926,28.69,central
23.8058,81.556,31.66,central
20.2073,82.5108,12.52,central
23.7843,82.2903,25.34,central
19.3994,79.4336,21.2,central
18.28,79.7866,14.04,central
18.4936,80.0656,53.08,central
21.5301,82.9661,7.92,central
21.2703,80.0308,46.42,central
20.7318,80.0349,24.47,central
21.5598,79.1454,23.54,central
18.1881,81.5322,20.55,central
18.7874,81.7771,39.54,central
20.0422,78.0966,17.39,central
20.4497,80.8751,35.89,central
23.2055,79.6639,45.25,central
20.6639,79.4271,41.48,central
21.201,79.8552,16.56,central
23.431,78.691,8.07,central
23.0682,83.9329,15.25,central
20.8754,79.2915,14.32,central
19.5092,82.3684,39.96,central
19.2782,79.5688,24.51,central
19.7077,78.9995,39.23,central
20.2891,80.8616,24.24,central
20.7903,78.2941,18.88,central
21.8751,82.0089,38.05,central
21.6808,80.3772,9.77,central
19.3938,83.0266,7.0,central
23.6761,78.1896,23.8,central
23.8849,81.9183,14.42,central
22.9291,79.6056,17.55,central
19.5468,78.8711,27.47,central
20.5354,79.7395,10.6,central
21.9629,79.6902,41.54,central
23.2074,80.1621,34.72,central
18.2278,83.4042,54.04,central
19.9745,81.9717,15.71,central
22.0953,79.9364,60.0,central
21.1912,81.2491,8.89,central
22.8581,78.9822,7.49,central
21.7876,83.6831,17.67,central
18.2366,78.5316,10.34,central
20.6221,79.9263,32.43,central
18.6047,78.7369,17.91,central
21.6089,81.9327,20.39,central
21.3748,82.9015,37.38,central
19.1748,83.8733,60.0,central
19.5907,78.2021,5.0,central
19.1189,80.8392,57.3,central
21.2163,80.1341,14.38,central
20.2379,82.2556,43.56,central
19.5729,83.686,15.02,central
20.3415,82.5335,50.53,central
20.0339,83.6102,25.22,central
21.7534,82.1598,6.97,central
21.6364,83.4821,23.69,central
18.7033,79.0213,19.02,central
21.9572,81.221,14.6,central
20.1838,82.6381,27.9,central
20.6931,83.9518,28.37,central
19.9289,82.9547,14.92,central
23.7059,82.8855,24.03,central
19.4217,80.0331,40.09,central
19.4479,81.5728,10.08,central
20.1032,78.52,22.66,central
23.6134,81.3498,43.29,central
19.913,78.0249,9.06,central
19.7988,83.2399,18.04,central
22.0308,79.8563,58.76,central
18.5171,82.6079,33.67,central
20.4541,82.7341,8.99,central
20.359,79.2836,41.16,central
23.3254,80.7827,33.64,central
21.6689,78.543,23.59,central
19.4609,79.599,37.15,central
23.2692,83.3401,26.28,central
21.0958,83.777,60.0,central
18.1551,80.8589,40.67,central
21.6235,81.3379,53.07,central
19.7343,83.0302,5.58,central
22.6383,83.4211,22.86,central
23.8157,80.7301,56.45,central
22.7378,79.3428,52.04,central
18.5908,80.2052,23.52,central
19.7072,81.3981,6.76,central
23.3066,81.922,52.2,central
18.551,80.9057,55.15,central
19.1331,78.1283,45.79,central
19.23,78.1318,60.0,central
20.0677,80.8278,33.42,central
21.8987,78.3126,28.62,central
22.6821,80.9606,29.67,central
21.3203,83.7471,35.25,central
22.2099,82.7464,11.25,central
22.773,83.9566,57.15,central
22.8018,83.3679,29.59,central
21.936,79.8031,10.13,central
23.7366,83.5651,44.96,central
23.0828,78.2483,11.91,central
19.2214,82.5214,20.11,central
18.1316,83.7165,13.58,central
20.8351,81.2402,16.38,central
22.8756,78.9822,16.11,central
21.474,83.4999,50.87,central
22.9172,80.8278,38.18,central
21.934,83.1377,15.17,central
18.8434,80.7493,11.36,central
18.988,80.7198,10.44,central
19.8254,81.9878,14.35,central
21.0109,82.479,53.46,central
18.6406,81.6891,15.59,central
22.1005,81.1833,5.0,central
22.6351,83.8844,60.0,central
20.7237,83.3142,19.49,central
21.419,83.5933,31.84,central
19.9923,79.2695,23.51,central
20.8678,78.7347,28.71,central
20.0629,82.4335,18.03,central
21.8227,83.3798,16.41,central
23.7693,82.8576,31.71,central
19.9469,82.7272,37.01,central
18.366,78.6316,60.0,central
22.2945,81.8283,60.0,central
23.2209,81.4365,9.55,central
22.4931,81.855,12.79,central
20.9713,78.9496,27.54,central
20.5561,78.2473,60.0,central
21.9045,82.1726,21.42,central
23.4559,80.8686,10.87,central
22.6549,78.1656,5.0,central
22.2773,79.0053,60.0,central
22.296,80.5349,60.0,central
22.4634,82.538,9.27,central
18.6023,78.3228,18.66,central
18.3869,78.8218,30.59,central
21.0189,82.5666,60.0,central
18.0595,81.9817,27.6,central
18.3378,83.3702,60.0,central
23.0844,83.4093,60.0,central
21.9273,83.676,23.03,central
23.5993,82.0539,22.5,central
22.5107,83.1898,26.8,central
23.9477,81.7319,33.15,central
18.3208,82.8555,60.0,central
19.805,83.1881,29.37,central
20.7797,78.1365,39.18,central
22.0273,83.5773,33.17,central
18.8621,80.8826,9.58,central
23.2791,83.125,17.63,central
20.2929,79.4662,6.73,central
22.0778,82.6276,21.9,central
20.8447,79.8648,22.1,central
22.8585,83.1441,15.64,central
20.5068,78.4491,5.36,central
22.2197,80.9457,29.22,central
19.8789,80.364,39.58,central
22.7687,78.3032,47.28,central
20.441,78.4931,13.65,central
22.1543,78.0857,29.43,central
21.043,82.6196,60.0,central
19.8845,79.5942,30.41,central
21.4938,79.7056,45.87,central
19.3305,83.1113,60.0,central
22.9953,83.2702,7.14,central
19.3514,82.2943,42.88,central
20.0478,83.1095,5.0,central
21.2628,82.1621,20.16,central
20.341,81.2383,10.05,central
20.1801,78.9727,6.92,central
21.5125,79.5831,31.24,central
21.4918,83.0859,41.48,central
20.8448,81.6003,56.79,central
22.2175,82.4289,26.94,central
18.5579,78.1533,57.86,central
21.5643,83.779,20.72,central
23.2018,81.6746,17.29,central
20.6501,81.1331,5.99,central
23.102,82.4992,16.96,central
21.199,81.3278,27.68,central
18.041,78.4137,17.61,central
18.3851,83.7593,40.04,central
21.9262,79.8103,13.75,central
23.907,83.4681,6.86,central
20.3114,82.6088,13.49,central
21.1499,80.1447,60.0,central
19.2892,82.0592,17.09,central
23.7849,80.9284,15.96,central
20.3107,79.2518,25.33,central
21.9387,83.8553,38.38,central
20.562,80.0877,24.99,central
22.9616,80.522,14.07,central
19.8687,80.6779,11.12,central
22.3756,78.7273,7.0,central
20.3101,78.6589,20.72,central
20.7016,78.2321,57.01,central
19.403,83.9429,19.8,central
18.5687,81.3874,22.9,central
22.1965,78.0948,27.35,central
21.413,78.6732,19.6,central
22.3061,82.7312,39.82,central
19.2839,83.2949,60.0,central
22.9017,80.8054,9.23,central
